Num;name;categorie;sale_ok;purchase_ok;product_type;internal_ref;list_price;ean13;Christmaes_product;Print_two_face;predecoupe;Developpement;Relief;Paletissation;Pantone;schema d'impression;colis_ean;carton;palette;qty_to_invoice;farde;description;remarque;quality;procure_method;supply_method;standard_price;produce_delay;uom_po_id;description_purchase;state;weight;net_weight;Largeur;Longueur;Grammage;Recompute_grammage;Type_crochet;Print_step;F_pliage1;F_pliage2;sale_delay;produce_delay;uos_id;uos_coeff;sale_description;account_income;account_expense;taxes_id;supplier_taxes_id;code;partner_id;date_obsolete
14147;BLEU CLAIR CITRUS FLORAL;FO;1;1;product;FO04241;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.36;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14149;BLEU FONCE CITRUS FLORAL;FO;1;1;product;FO04242;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.37;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14151;UNI BLEU PALE LPC;FO;1;1;product;FO04243;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.34;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14153;BLEU GERANIUM;FO;1;1;product;FO04244;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.38;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14155;TURQUOISE IMPR. 1 FACE;FO;1;1;product;FO04245;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.73;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14157;TURQUOISE 08;FO;1;1;product;FO04246;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.68;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14159;BLEU CLAIR BELLE ILE;FO;1;1;product;FO04247;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.62;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14161;BLEU FONCE BELLE ILE;FO;1;1;product;FO04248;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.15;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14163;UNI BLEU FONCE;FO;1;1;product;FO04249;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.63;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14165;BLEU PICNIC DAISY;FO;1;1;product;FO04250;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.48;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14167;BLEU CLAIR;FO;1;1;product;FO04251;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.64;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14169;CYAN HELLABOROUS;FO;1;1;product;FO04252;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.23;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14171;FOND BLEU ROMA BLEU MARINE;FO;1;1;product;FO04253;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.38;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14173;SURIMP ROMA BLEU MARINE;FO;1;1;product;FO04254;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.40;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14175;BLEU LAVANDE;FO;1;1;product;FO04255;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.87;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14177;TURQUOISE+VERNIS;FO;1;1;product;FO04256;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.99;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14179;PROCESS FOOTBALL;FO;1;1;product;FO04257;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.69;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14181;BLEU COBALT IMP.2 FACES;FO;1;1;product;FO04258;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.86;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14183;FOND TURQUOISE WINNIE THE POOH SURPRISE;FO;1;1;product;FO04259;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.82;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14185;BLEU GIORDANO SANTA;FO;1;1;product;FO04260;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.99;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14187;BLEU BAVARIA;FO;1;1;product;FO04262;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.83;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14189;FOND BLEU SNOW;FO;1;1;product;FO04263;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.45;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14191;BLEU WONDERLAND;FO;1;1;product;FO04264;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.88;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14193;BLEU MARINE;FO;1;1;product;FO04265;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.54;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14195;BLEU FONCE NOUKIES FRIENDS;FO;1;1;product;FO04266;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.80;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14197;BLEU CLAIR NOUKIES FRIENDS;FO;1;1;product;FO04267;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.44;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14199;FOND BLEU CLAIR NOUKIES BIRTHDAY;FO;1;1;product;FO04268;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.48;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14201;BLEU FONCE NOUKIES BIRTHDAY;FO;1;1;product;FO04269;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.42;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14203;TURQUOISE TOURNESOL BLANC TURQUOISE;FO;1;1;product;FO04270;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.69;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14205;BLEU CLAIR TOURNESOL FOND TURQUOISE;FO;1;1;product;FO04271;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.72;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14207;FOND BLEU TOURNESOL FOND TURQUOISE;FO;1;1;product;FO04272;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.68;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14209;BLEU CLAIR MERRY XMAS BEIGE/TURQ;FO;1;1;product;FO04273;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.49;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14211;GRIS HELSINKI BEIGE/GRIS;FO;1;1;product;FO04274;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.57;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14213;ESSAI BLEU E8011;FO;1;1;product;FO04275;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.30;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14215;TURQUOISE CAKE;FO;1;1;product;FO04276;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.59;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14217;BLEU KEITH HARING;FO;1;1;product;FO04277;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.80;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14219;BLEU CLAIR HOPE;FO;1;1;product;FO04278;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.96;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14221;BLEU FONCE HOPE;FO;1;1;product;FO04279;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.43;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14223;BLEU TEDDY BEAR;FO;1;1;product;FO04280;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.77;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14225;BLEU MARINE CRISTAL;FO;1;1;product;FO04281;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.94;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14227;TURQUOISE CRISTAL;FO;1;1;product;FO04282;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.66;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14229;BLEU 290U RAYURE BLEU/2 COUL.;FO;1;1;product;FO04283;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.27;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14231;TURQUOISE ACACIA TURQUOISE;FO;1;1;product;FO04284;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.86;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14233;TURQUOISE VICHY TURQUOISE;FO;1;1;product;FO04285;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.88;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14235;TURQUOISE HIBISCUS VERT;FO;1;1;product;FO04286;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.00;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14237;TURQUOISE HIBISCUS ROSE;FO;1;1;product;FO04287;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.64;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14239;TURQUOISE WATERSIDE;FO;1;1;product;FO04288;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.97;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14241;BLEU CLAIR PROVENCE CARREFOUR;FO;1;1;product;FO04290;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.73;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14243;BLEU FONCE PROVENCE CARREFOUR;FO;1;1;product;FO04291;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.50;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14245;BLEU MOYEN PROVENCE CARREFOUR;FO;1;1;product;FO04292;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.89;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14247;BLEU CLAIR 3115U FEEST;FO;1;1;product;FO04293;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.54;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14249;BLEU 660U FEEST;FO;1;1;product;FO04294;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.46;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14251;BLEU CLAIR 2905C ACACIA FOND BLEU;FO;1;1;product;FO04295;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.57;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14253;FOND BLEU 298C ACACIA FOND BLEU;FO;1;1;product;FO04296;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.69;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14255;BLEU 298C ACACIA FOND BLANC;FO;1;1;product;FO04297;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.69;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14257;BLEU CIEL+VERNIS 09;FO;1;1;product;FO04298;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.50;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14259;BLEU CREDIT MUTUEL;FO;1;1;product;FO04299;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.89;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14261;BLEU MARINE DART 40 GR;FO;1;1;product;FO04300;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.59;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14263;BLEU MARINE DART 40 GR;FO;1;1;product;FO04300MAF;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.34;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14265;BLEU STARBURST;FO;1;1;product;FO04301;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.08;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14267;BLEU MINERAL DART 40GR;FO;1;1;product;FO04302;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.54;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14269;BLEU 294U;FO;1;1;product;FO04303;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.93;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14271;BLEU PACOME;FO;1;1;product;FO04304;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.81;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14273;FOND BLEU;FO;1;1;product;FO04305;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.86;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14275;UNI BLEU MARINE;FO;1;1;product;FO04306;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.06;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14277;BLEU FONCE;FO;1;1;product;FO04307;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.01;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14279;BLEU MOYEN;FO;1;1;product;FO04308;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.37;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14281;BLEU CLAIR FOND;FO;1;1;product;FO04309;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.51;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14283;BLEU ASDA;FO;1;1;product;FO04310;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.79;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14285;MIDNIGHT BLUE 2014;FO;1;1;product;FO04311;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.02;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14287;YELLOW PERSIMON 2014;FO;1;1;product;FO04312;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.94;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14289;YELLOW PERSIMON 2014;FO;1;1;product;FO04312*;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.45;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14291;TURQUOISE 2014;FO;1;1;product;FO04313;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.84;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14293;TURQUOISE 2014;FO;1;1;product;FO04313MAF;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.74;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14295;REFLEX BLUE U;FO;1;1;product;FO04314;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.65;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14297;BLEU MAGIC DAY;FO;1;1;product;FO04315;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.73;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14299;BLEU PIRATE;FO;1;1;product;FO04316;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.68;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14301;BLEU ISABELLE VIOLETTE;FO;1;1;product;FO04317;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.93;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14303;BLEU DRAPEAU SUEDOIS ALRIK;FO;1;1;product;FO04318;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.01;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14305;BLEU EGG RAIN;FO;1;1;product;FO04319;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.62;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14307;BLEU PROCESS HELLO KITTY SPRING;FO;1;1;product;FO04320;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.76;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14309;ROYAL BLUE VICHY;FO;1;1;product;FO04321;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.65;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14311;TURQUOISE 3115C;FO;1;1;product;FO04322;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.99;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14313;BLEU FONCE 660C;FO;1;1;product;FO04323;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.96;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14315;FOND BLEU CLAIR ELF;FO;1;1;product;FO04324;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.47;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14317;BLEU SILVER SHADOW;FO;1;1;product;FO04325;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.17;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14319;BLEU MOYEN;FO;1;1;product;FO04326;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.71;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14321;BLEU PETROLE;FO;1;1;product;FO04327;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.40;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14323;FOND BLEU CLAIR;FO;1;1;product;FO04328;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.70;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14325;FOND BLEU CLAIR VINTAGE FLORAL;FO;1;1;product;FO04329;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.51;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14327;BLEU;FO;1;1;product;FO04330;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.90;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14329;BLEU TURQUOISE;FO;1;1;product;FO04331;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.48;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14331;FOND BLEU CLAIR;FO;1;1;product;FO04332;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.46;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14333;BLEU UNION;FO;1;1;product;FO04333;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.44;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14335;TURQUOISE BLOEM GROEN;FO;1;1;product;FO04334;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.74;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14337;BLEU;FO;1;1;product;FO04335;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.77;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14339;TURQUOISE HYJET 2013;FO;1;1;product;FO04336;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.56;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14341;BLEU UNION JACK 99 CM;FO;1;1;product;FO04337;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.26;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14343;SURIMPRESSION BLEU MARINE;FO;1;1;product;FO04338;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.28;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14345;SURIMPRESSION BLEU MARINE;FO;1;1;product;FO04338MAF;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;3.45;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14347;FOND BLEU MARINE DESERT 120 CM;FO;1;1;product;FO04339;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.95;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14349;FOND BLEU MARINE DESERT;FO;1;1;product;FO04339MAF;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;4.11;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14351;BLEU FONCE;FO;1;1;product;FO04340;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.97;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14353;BLEU CUPCAKE;FO;1;1;product;FO04341;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.62;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14355;FOND BLEU MARINE DESERT 90 CM;FO;1;1;product;FO04342;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.95;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14357;BORDURE BLEU RHANA VERT;FO;1;1;product;FO04343;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.53;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14359;MOTIF TURQUOISE;FO;1;1;product;FO04344;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.44;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14361;BLEU LAGON;FO;1;1;product;FO04345;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.00;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14363;BLEU PROCESS QUADRI;FO;1;1;product;FO04346;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;2.80;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
14365;FOND BLEU CLAIR;FO;1;1;product;FO04347;;;0;0;0;;;;;;;;;1;;;;;make_to_order;buy;1.43;;KG;;sellable;;;;;;0;;;;;;;KG;;;;;VAT-OUT-21-S;VAT-OUT-21-S;;;
